0,1,2
-24.486545540997813,-48.877466564644266,0.5251457011431446
-24.48651326627388,-48.877426636828986,0.5251408781877709
-24.486524899015222,-48.87744841913545,0.5250991599830481
-24.486490808225934,-48.877440932992634,0.5251527854057487
-24.486623596356146,-48.877394096024204,0.525157711720265
-24.48656107550382,-48.87737763932676,0.525148219062574
-24.486506058833616,-48.87750178614887,0.5251590542956865
-24.486605322391526,-48.8772697740611,0.5251659133373496
-24.486534029969672,-48.87737729447833,0.5251636651888414
-24.486496938001867,-48.87750966173921,0.5251137082012782
-24.48655791918061,-48.87740441024347,0.5251521314627299
-24.486698207688097,-48.87731551757211,0.5251202757183937
-24.486608730428728,-48.877415258684685,0.5251731391411671
-24.486610307202156,-48.87743521093077,0.5251285118304718
-24.486494708861976,-48.877423277799906,0.5251900576541142
-24.48662108582019,-48.87739689762538,0.525131971111982
-24.48658091994118,-48.877412256738545,0.5251515098306441
-24.486555350203176,-48.87746072373852,0.525150572692656
-24.486646725964633,-48.877412075939176,0.5251483406969162
-24.486683204302636,-48.877311648234844,0.5251459086677803
-24.48657085496098,-48.87747692907787,0.5251563782905295
-24.486629340451145,-48.877408011286626,0.5251545513766294
-24.486516604436304,-48.87744269575982,0.5251938862266394
-24.486612253588824,-48.87738687680606,0.5251377770576129
-24.48653050965762,-48.87738853588854,0.5251606734904177
-24.486507236891335,-48.87751852380585,0.5251423777778248
-24.48651524985953,-48.8774159488131,0.5251786880847606
-24.486610474823472,-48.87736378589752,0.5251285835705666
-24.486637901030882,-48.877353132983124,0.5251296592226486
-24.48662084484468,-48.87744876811561,0.5251235133054273
-24.486671869205985,-48.877292150143134,0.5251196242255722
-24.48665143440659,-48.877388690140656,0.5251922384087773
-24.486587824299644,-48.87737687188799,0.525133446016655
-24.486702152229057,-48.8773262697664,0.5251404671031246
-24.486578501942986,-48.87745791214703,0.5251346412077003
-24.486669280029428,-48.877369197931216,0.525157702031096
-24.486685798963524,-48.87725163267045,0.5250999401789436
-24.486594109586417,-48.87739458080376,0.5251462710082784
-24.486608693394782,-48.87741211810612,0.5251386768496511
-24.486455100560743,-48.877454337558994,0.5251081293471525
-24.486620543933643,-48.87741747722451,0.5251592384840191
-24.48671440967373,-48.87731652396523,0.5251267652351106
-24.486582799058798,-48.87745590029838,0.5251602365770385
-24.486632412630176,-48.87730866659071,0.5251332186678579
-24.48652584111781,-48.877463656347736,0.5251180156910809
-24.486617454520918,-48.87736184513992,0.5251340577148178
-24.48665106753203,-48.877273737397545,0.5251461724630095
-24.486634391826378,-48.877373699345895,0.5251321955994057
-24.486562882881724,-48.877454774141206,0.5251735430660283
-24.486580559327038,-48.87741073330964,0.525147816508245
-24.486653773491778,-48.8773586411318,0.5251250659100286
-24.486543565810464,-48.87735059785798,0.5251899442072987
-24.486634537519144,-48.8773311617176,0.5251194244225954
-24.486645261326775,-48.8773502435089,0.5251365158080437
