0,1,2,3,4,5,6,7,8,9
-7.323633993861573,1.1067166570042686,-0.534583665417426,0.755528794749193,-1.034464089235335,-0.20882700567669807,0.14708516502243757,1.3224357050352036,-0.032062732317723594,-0.3188298772691563
-8.57848586145282,1.2950111081446347,-0.6305795560436791,0.8842703716719272,-1.210323640134066,-0.24376672510254196,0.16191815987026498,1.4204962640528753,-0.033664325779978584,-0.316887490943044
-8.041735849373245,1.2114019885462268,-0.5950320485036779,0.8294608782432482,-1.1357935784379505,-0.2280881420289941,0.14661865056079607,1.2726784782379639,-0.030085135674402224,-0.27656499978961513
-8.827425076745547,1.3157227678436956,-0.6699875364844017,0.9073863548433044,-1.2386496347499192,-0.24524773280028123,0.10505938351048985,0.45663073647118363,-0.005605174644020631,0.09249648903530414
-6.504238235944727,0.9911673881741433,-0.4652667453199628,0.6744627838714664,-0.9267061287275379,-0.18967777813140285,0.19176953210121211,2.3562159692369424,-0.06386020119144671,-0.8010451435443939
-8.009929629855163,1.1894369731679584,-0.6133973025184333,0.8234369154182464,-1.1220693366521894,-0.22109087134413224,0.06714261588662906,-0.17745079180037385,0.012676503515537174,0.34533333945971756
-8.447740092993937,1.26560278707425,-0.6340263195548466,0.867490294263112,-1.1846334944202925,-0.23528299326272295,0.12093226825733497,0.8250441903343553,-0.016750492180506015,-0.07759234131595943
-8.113492119048313,1.2255043280538065,-0.5961314829376577,0.8358326124934007,-1.1438684105003687,-0.23063130490366945,0.1529650124792444,1.3280837428341732,-0.03131550071906998,-0.2917649353285183
-8.547414646544926,1.2521745614020263,-0.6733626291846256,0.879291950107768,-1.1942088448820407,-0.23361500810946756,0.016044520984858725,-1.135791779448137,0.041091933968727054,0.7682504750470386
-8.850262307421275,1.3201457160933423,-0.6671912504567267,0.910495338586857,-1.2418357964654534,-0.24645832268251874,0.10588979887834962,0.3980336357225668,-0.003909855800739404,0.1175044385159166
-8.56556267742071,1.2701857814958284,-0.6636727023021017,0.8755276627730455,-1.190967547223969,-0.2332381723463758,0.03646266225107059,-0.693299166545198,0.029112392915625503,0.5977022870967984
-7.8975433136915925,1.1938839505987167,-0.5756721556747382,0.8166412082623855,-1.118920786554264,-0.22675493531633048,0.1709507316306995,1.647024219921725,-0.04137599972590207,-0.4438360305226363
-7.5941961635543285,1.144644656382596,-0.5579053162372135,0.7812657556991326,-1.0687386051339018,-0.21516521192238927,0.1520344394494763,1.4601132782687223,-0.03659648154118976,-0.38534054559072206
-8.987478618564696,1.3379248184873163,-0.6823016071694536,0.9247690259772184,-1.2606548373032298,-0.25017486879395084,0.09300929902647527,0.10875762484341422,0.0049860184135365705,0.251649699558378
-7.89808027891387,1.1951475679498378,-0.5774861518852327,0.8111869541042805,-1.1101415018475962,-0.2230902235619174,0.1651623961177539,1.6886491747856818,-0.042552601434098294,-0.46409224359055895
-8.27026299951278,1.245843696034856,-0.610038116639368,0.8521977107392249,-1.1646887977674278,-0.2337770222400048,0.14650965717936087,1.1867180589604445,-0.027345351201943143,-0.23306397186193814
