0,1,2,3,4,5,6,7,8,9
-0.015925679252687678,-0.9665912228689468,-0.195814077185121,0.08969715704075926,-0.3009423432361877,-0.8930547996609033,-0.027523243549038734,0.015758513492070178,0.01106398922082269,-0.1607062013115792
-0.01511598260313655,-0.8834127413261088,-0.17421075071577125,0.07326797659639976,-0.24129945505997905,-0.6937949602541893,-0.017009779362782924,-0.003080952391453353,-0.009444304109274233,1.3224431610369218
-0.004718283959429369,-0.2978827291798447,-0.056373648215765626,0.025458348763641458,-0.08398904548315123,-0.24565590623907338,-0.007892396064979552,0.007237803772546942,0.005677912912916605,-0.3582368756465867
-0.014685986077128965,-0.8894879051996933,-0.18003152489021712,0.08206696726932236,-0.27494085781890903,-0.8141417369848264,-0.024555529258504218,0.01119661233539551,0.006013245954822749,0.2772604981064568
-0.01912339002647693,-1.1510648401229067,-0.2317420340994755,0.10402829116260118,-0.3474725173740181,-1.0232891284851486,-0.02989545090391377,0.011709997182407467,0.005033743792000896,0.4441687591330408
-0.023836654691224007,-1.4711879075927177,-0.30157556880096414,0.14263706260428316,-0.4814039500615295,-1.4430061942164976,-0.046962972555721544,0.03207264229344879,0.02510412741501364,-0.6886821575709868
-0.017543380221423918,-1.0461746519181496,-0.20929054925242987,0.09196561194152958,-0.3056855740845637,-0.8929062460168844,-0.024483897720703265,0.0036238339620965542,-0.003649609578093983,1.091324379860482
-0.005489325675309921,-0.3422825533559157,-0.06604609783158932,0.029396456476201135,-0.09729790224569583,-0.28439635450877065,-0.008820158515735338,0.0062764598656038905,0.004568855957110538,-0.22590227458427298
-0.01870563213295405,-1.1187779728871352,-0.22424547949478935,0.100053601645551,-0.33411759765180626,-0.9839344815120658,-0.029312637803265935,0.01643606700917064,0.011799534080868352,-0.2731363376380062
-0.014938698594336776,-0.8968364276945617,-0.17940817440748333,0.08036183395926033,-0.26895756828459794,-0.7941595482421567,-0.024455073199112165,0.017610507840129935,0.014935401298994757,-0.7351726761319568
